Entity_id,label,description
/m/011yhm,Fargo,"""Fargo"" is a dark comedy crime film set in Minnesota. It follows a car salesman's plan to have his wife kidnapped for ransom, leading to a chaotic series of events."
/m/011ykb,Jerry Maguire,"Jerry Maguire is a 1996 film directed by Cameron Crowe. Starring Tom Cruise, it follows a sports agent who has a moral epiphany and writes a mission statement, leading to personal and professional consequences."
/m/011yl_,Shine,"Shine is a 1996 Australian film directed by Scott Hicks. It is a biographical drama about the life of pianist David Helfgott, focusing on his mental health struggles and love for music."
/m/011yn5,As Good as It Gets,"""As Good as It Gets"" is a 1997 American romantic comedy film starring Jack Nicholson as an obsessive-compulsive writer and Helen Hunt as a waitress, and follows their unlikely relationship."
/m/011yph,The Full Monty,"""The Full Monty"" is a 1997 British comedy-drama film directed by Peter Cattaneo. It follows a group of unemployed men who form a striptease act, promising to go ""the full monty."""
/m/011ypx,Good Will Hunting,"""Good Will Hunting"" is a 1997 film directed by Gus Van Sant. It follows a mathematics prodigy named Will Hunting who works as a janitor and is mentored by a psychologist to reach his potential."
/m/011yqc,L.A. Confidential,"L.A. Confidential, directed by Curtis Hanson in 1997, is a neo-noir crime film set in 1950s Los Angeles that follows three police officers navigating corruption, scandal, and a high-profile murder case."
/m/011yr9,Elizabeth,"""Elizabeth"" is a 1998 biographical film directed by Shekhar Kapur, showcasing the rise of Queen Elizabeth I to the throne. Cate Blanchett delivers a mesmerizing performance in the lead role."
/m/011yrp,Life Is Beautiful,"Life Is Beautiful, directed by Roberto Benigni, is a poignant comedy-drama set during World War II. It tells the story of a man who uses humor to protect his son in a concentration camp."
/m/011ys5,farce,"Farce is a comedy genre characterized by exaggerated and absurd plotlines, mistaken identities, and rapid-paced, physical humor. It often involves chaotic situations, door-slamming, and hilarious misunderstandings, resulting in uproarious laughter."
/m/011ysn,The Thin Red Line,"The Thin Red Line, directed by Terrence Malick in 1998, is an epic war film set during World War II, portraying the brutalities of war and the impact on individual soldiers."
/m/011yth,The Insider,"""The Insider"" is a gripping drama based on a true story, where a tobacco industry whistleblower faces threats and legal battles to expose corporate deceit and the dangers of smoking."
/m/011ywj,Gosford Park,"""Gosford Park"" is a 2001 film directed by Robert Altman. Set in England in the 1930s, it explores a murder mystery within the upper-class society during a weekend hunting party."
/m/011yxg,Moulin Rouge!,"Moulin Rouge! is a visually stunning musical film set in Paris during the Bohemian Revolution at the turn of the 20th century, following the love story of a young writer and a courtesan."
/m/011yxy,Cries and Whispers,"Cries and Whispers is a 1972 film by Ingmar Bergman that depicts the intense emotional turmoil and relationships of three sisters, using stark visuals and introspective storytelling."
/m/011z3g,Outkast,"Outkast is a Grammy-winning hip hop duo consisting of André ""André 3000"" Benjamin and Antwan ""Big Boi"" Patton. Known for their eclectic style, they have released critically acclaimed albums and influential hits since their formation in 1992."
/m/011zd3,Lucy Liu,"Lucy Liu is an American actress and model known for her roles in TV series such as Ally McBeal and Elementary, as well as films like Charlie's Angels and Kill Bill."
/m/011zdm,peritonitis,"Peritonitis is the inflammation of the peritoneum, the membrane lining the abdominal cavity. It can be caused by infection, injury, or other medical conditions and often requires prompt medical treatment."
/m/011zf2,Yo-Yo Ma,"Yo-Yo Ma is a world-renowned American cellist, known for his exceptional virtuosity and versatility. He has won multiple awards and accolades, and is acclaimed for his performances of classical and contemporary music."
/m/011zwl,"Douglas Haig, 1st Earl Haig",Douglas Haig was a British senior officer who led the British Expeditionary Force on the Western Front during the First World War. He became the 1st Earl Haig after the war.
/m/01200d,Wallace Beery,"Wallace Beery was an American film and stage actor known for his versatile performances, including his Academy Award-winning role in ""The Champ"" and his portrayal of Long John Silver in ""Treasure Island."""
/m/01213c,Argyll and Bute,"Argyll and Bute is a unitary authority council area in Scotland, located on the western coast. It is known for its stunning landscapes, picturesque islands, and rich Gaelic heritage."
/m/0121c1,West Sussex,"West Sussex is a county in southern England, known for its picturesque landscapes, historic towns like Chichester, and popular coastal areas like Brighton. It offers a mix of countryside, seaside, and cultural attractions."
/m/0121h7,County Laois,"County Laois, located in the Midlands of Ireland, is known for its rich history, picturesque landscapes, and cultural heritage. It offers a range of outdoor activities, historical sites, and a vibrant arts and music scene."
/m/0121rx,Jackie Gleason,"Jackie Gleason was a talented comedian, actor, and musician known for his role as Ralph Kramden on ""The Honeymooners."" He had a successful career spanning television, film, and music, and was known for his larger-than-life personality and comedic timing."
/m/0121sr,Gujarati,"Gujarati is one of the official languages of India, primarily spoken by the Gujarati people in the state of Gujarat. It is part of the Indo-Aryan language family and has a rich literary tradition."
/m/012201,Nino Rota,"Nino Rota was an Italian composer known for his collaborations with film director Federico Fellini. He composed scores for iconic films like ""The Godfather"" and his music was characterized by its melodic and memorable themes."
/m/0122wc,Real Sociedad,"Real Sociedad is a professional football club based in San Sebastián, Spain. Founded in 1909, they compete in La Liga, one of the top leagues in Spanish football. They have won several domestic titles and boast a rich history in Spanish football."
/m/0123_x,Barcelona Province,"Barcelona Province is located in the Catalonia region of Spain. It is known for its vibrant capital city, Barcelona, famous for its architecture, beaches, culinary scene, and cultural attractions."
/m/0123gq,Harbin,"Harbin is a vibrant city known for its ice and snow festival, Russian architecture, and rich cultural heritage. It is located in northeastern China and is a major industrial and cultural hub."
/m/0123j6,Bethesda Softworks,"Bethesda Softworks is an American video game publisher known for creating popular game franchises such as The Elder Scrolls, Fallout, and DOOM. They are recognized for their immersive open-world games."
/m/0123qq,Angel,"""Angel"" is a spin-off of the popular TV show ""Buffy the Vampire Slayer."" It follows the vampire, Angel, as he fights evil and seeks redemption in Los Angeles."
/m/0123r4,Band Aid,"Band Aid was a UK supergroup formed in 1984 to raise funds for famine relief in Ethiopia. Their charity single ""Do They Know It's Christmas?"" became a massive hit and raised millions of pounds."
/m/01242_,Mrs. Brown,"""Mrs. Brown"" is a 1997 film directed by John Madden. It tells the story of the unlikely friendship between Queen Victoria and her Scottish servant, John Brown. The film explores their bond and the political intrigue surrounding it."
/m/01243b,indie rock,Indie rock is a subgenre of alternative rock characterized by its DIY ethos and independence from major labels. It emerged in the 1980s and emphasizes artistic creativity and authenticity.
/m/0124jj,Perth and Kinross,"Perth and Kinross is a scenic council area in central Scotland. It encompasses the city of Perth, Highland mountains, and Lochs. It is known for its historical sites, outdoor activities, and stunning landscapes."
/m/0124k9,The Larry Sanders Show,"The Larry Sanders Show is a sitcom that aired from 1992 to 1998, depicting the behind-the-scenes chaos of a late-night talk show hosted by Larry Sanders, played by Garry Shandling."
/m/0124ld,1952 Winter Olympics,"The 1952 Winter Olympics were held in Oslo, Norway. It was the 6th edition of the Winter Olympics and featured competitions in skiing, ice hockey, figure skating, and more."
/m/0124qd,Inner Hebrides,"The Inner Hebrides consists of around 35 islands, including the popular Isle of Skye and Islay. Known for stunning landscapes, ancient ruins, whisky production, diverse wildlife, and vibrant Gaelic culture."
/m/0125ny,Lake District,"The Lake District is a picturesque mountainous region in North West England, famous for its stunning landscapes, rugged hills, and serene lakes. It is a popular destination for outdoor activities like hiking, boating, and exploring charming villages."
/m/0125q1,North Yorkshire,"North Yorkshire is a scenic and historic ceremonial county in England. It is known for its beautiful countryside, charming market towns, ancient castles, stunning coastline, and the scenic Yorkshire Dales National Park."
/m/0125xq,The Fifth Element,"""The Fifth Element is a 1997 science fiction film directed by Luc Besson. Set in 23rd century, it follows the journey of a cab driver tasked with saving Earth from an imminent threat."""
/m/0126hc,Fulham,"Fulham is a charming area in southwest London known for its beautiful residential streets, green spaces like Bishop's Park, and proximity to the River Thames. It has a vibrant high street and a strong sense of community."
/m/0126rp,Eddie Izzard,"Eddie Izzard is a British stand-up comedian known for his surreal and observational humor. He is also an actor, writer, and political activist, and is known for his distinctive style and cross-dressing on stage."
/m/0126t5,instrumental rock,"Instrumental rock is a genre of rock music that emphasizes musical instruments rather than vocals. It showcases the technical prowess of musicians and the power of their instruments, creating dynamic and immersive soundscapes."
/m/0126y2,Ja Rule,"Ja Rule, born Jeffrey Atkins, is an American rapper known for his hits like ""Always on Time"" and ""Mesmerize."" He is also an actor who has appeared in films like ""The Fast and the Furious"" franchise."
/m/01271h,Trent Reznor,"Trent Reznor is an American musician best known as the frontman of the band Nine Inch Nails. He is also a composer and producer, acclaimed for his work in various genres."
/m/01279v,County Tipperary,"County Tipperary is located in the province of Munster in Ireland. It is known for its scenic landscapes, historic sites, including the Rock of Cashel, and vibrant festivals like the Clonmel Junction Arts Festival."
/m/0127c4,Tyne and Wear,"Tyne and Wear is a metropolitan county in North East England. It is home to the cities of Newcastle upon Tyne and Sunderland, known for their rich industrial heritage and vibrant cultural scene."
/m/0127gn,Vladimir Horowitz,"Vladimir Horowitz was a renowned Russian-born American classical pianist and composer. Known for his virtuosic technique and expressive performances, he remains one of the most celebrated pianists of the 20th century."
/m/0127m7,Kevin Costner,"Kevin Costner is an accomplished American actor, singer, musician, producer, director, and businessman. He is known for his roles in movies like ""Dances with Wolves"" and ""Field of Dreams."""
/m/0127ps,Conspiracy Theory,"Conspiracy Theory, directed by Richard Donner in 1997, is a thriller film about a conspiracy-obsessed taxi driver who becomes entangled in a real government conspiracy."
/m/0127s7,Christina Aguilera,Christina Aguilera is an American singer known for her powerful vocals and diverse musical styles. She has won multiple Grammy Awards and is recognized as one of the best-selling music artists worldwide.
/m/0127xk,Steve Allen,"Steve Allen was an American comedian, actor, musician, and writer. He was the first host of ""The Tonight Show"" and known for his wit, versatility, and contributions to the world of entertainment."
/m/012_53,Melissa Joan Hart,"Melissa Joan Hart is an American actress known for her roles in TV shows like ""Sabrina the Teenage Witch"" and ""Melissa & Joey."" She has also directed and produced films."
/m/012b30,Sub Pop,"Sub Pop is an iconic independent record label from Seattle. Founded in 1988, they signed influential bands like Nirvana and Soundgarden. Known for promoting alternative and indie rock, they continue to release groundbreaking music."
/m/012bk,Ariel Sharon,Ariel Sharon was an Israeli general and politician who served as the prime minister of Israel from 2001 to 2006. He was known for his military leadership and controversial policies.
/m/012c6j,Adolphe Menjou,"Adolphe Menjou was an American actor known for his debonair style and roles in films like ""A Star is Born"" and ""The Front Page""."
/m/012c6x,Jackie Cooper,"Jackie Cooper was an American actor and director known for his work in the 1920s and 1930s. He is best remembered for his role as ""Skippy"" in the film of the same name."
/m/012cj0,Steve McQueen,"Steve McQueen was an iconic American actor known for his roles in films like ""Bullitt"" and ""The Great Escape."" He was known for his rugged charm and intense on-screen presence."
/m/012cph,Dashiell Hammett,"Dashiell Hammett was an influential American writer known for his hard-boiled detective novels, including ""The Maltese Falcon"" and ""The Thin Man."" He is considered a pioneer of crime fiction."
/m/012d40,Jackie Chan,"Jackie Chan, born on April 7, 1954, is a renowned Hong Kong actor and martial artist known for his acrobatic fighting style, impressive stunts, and extensive filmography in both Chinese and Hollywood productions."
/m/012d9h,Inverness,"Inverness is the capital of the Scottish Highlands, known for its stunning scenery, including Loch Ness. It is rich in history, with a castle and old town, and offers outdoor activities like hiking and skiing."
/m/012dr7,William Powell,"William Powell was a renowned American actor known for his sophisticated and debonair on-screen portrayals. He starred in notable films such as ""The Thin Man"" and ""My Man Godfrey""."
/m/012dtf,Franchot Tone,"Franchot Tone was a prominent American stage and film actor known for his versatile performances. He was active from the 1920s to the 1960s, appearing in numerous successful productions."
/m/012f86,Ukrainians,"Ukrainians are an East Slavic ethnic group native to Ukraine. They have a rich cultural heritage, with a diverse mix of traditions, customs, cuisine, and a strong sense of national identity."
/m/012fvq,Swarthmore College,"Swarthmore College is a prestigious liberal arts college located in Swarthmore, Pennsylvania. It offers a rigorous academic program emphasizing critical thinking, a diverse student body, and a commitment to social responsibility."
/m/012fzm,Torquay,"Torquay is a coastal town in Devon, England, known for its picturesque beaches, palm-lined promenade, and vibrant marina. It is a popular tourist destination, offering a mix of history, natural beauty, and leisure activities."
/m/012g92,Isabelle Huppert,"Isabelle Huppert is a highly acclaimed French actress known for her diverse and challenging roles in both French and international films, renowned for her versatility and captivating performances."
/m/012gbb,Marlene Dietrich,"Marlene Dietrich was a renowned German-American actress and singer, known for her androgynous style and sultry performances in films like ""Blue Angel"" and ""Morocco."""
/m/012gk9,Star Trek V: The Final Frontier,Star Trek V: The Final Frontier is the fifth installment in the Star Trek film franchise. It follows the crew of the USS Enterprise as they confront an enigmatic Vulcan seeking God-like powers.
/m/012gq6,Bob Newhart,"Bob Newhart is an American stand-up comedian and actor known for his deadpan delivery and wit. He gained popularity through his comedy albums and TV shows like ""The Bob Newhart Show"" and ""Newhart."""
/m/012gx2,Joe Biden,Joe Biden is an American politician and lawyer who served as the 47th Vice President of the United States from 2009 to 2017 under President Barack Obama.
/m/012gyf,National Autonomous University of Mexico,The National Autonomous University of Mexico (UNAM) is a prestigious university located in Mexico City. It is one of the largest and most important higher education institutions in Latin America.
/m/012hw,attack,"An attack refers to intentional actions taken to cause harm to someone or something, such as physical aggression towards a person or vandalism towards property, with the aim of causing damage or injury."
/m/012j5h,Raymond Massey,"Raymond Massey was a Canadian-born American actor known for his work in films, stage, and television. He had a distinguished career spanning five decades and was known for his powerful performances and distinctive voice."
/m/012j8z,Walter Pidgeon,Walter Pidgeon was a Canadian actor known for his roles in classic Hollywood films. He appeared in over 80 films and was nominated for two Academy Awards during his career.
/m/012jc,alcoholism,"Alcoholism, also known as alcohol use disorder, refers to a chronic condition characterized by excessive and uncontrollable alcohol consumption, leading to physical and psychological dependence, as well as negative social and health consequences."
/m/012jfb,Bowling for Columbine,"Bowling for Columbine is a provocative documentary that examines the causes and consequences of the 1999 shooting massacre at Columbine High School, exploring themes of gun violence and American society."
/m/012ky3,Michel Legrand,"Michel Legrand was a French composer known for his work in film, jazz, and classical music. He won three Academy Awards and composed music for over 200 films and television shows."
/m/012kyx,28 Days Later,"""28 Days Later"" is a 2002 British post-apocalyptic horror film directed by Danny Boyle. It follows the story of Jim, who wakes up from a coma and finds himself in a world overrun by zombies."
/m/012ljv,Gabriel Yared,"Gabriel Yared is a talented Lebanese composer known for his work in film scores. He has won an Academy Award for his score of ""The English Patient"" and has collaborated with renowned directors."
/m/012lzc,self-help,"Self-help refers to the practice of individuals achieving personal growth and improvement through their own efforts. It often involves using resources such as books, workshops, or therapy to strengthen one's mental, emotional, or physical well-being."
/m/012lzr,University of New South Wales,"The University of New South Wales, located in Sydney, Australia, is a prestigious research university known for its strong focus on innovation, cutting-edge technologies, and diverse range of academic programs."
/m/012m_,Austria-Hungary,"Austria-Hungary was a dual monarchy formed by the Austro-Hungarian Compromise. It consisted of two separate kingdoms, Austria and Hungary, sharing a monarch, but maintaining separate parliaments and administrations."
/m/012mrr,Close Encounters of the Third Kind,"""Close Encounters of the Third Kind"" is a highly acclaimed 1977 sci-fi film directed by Steven Spielberg. It follows the story of ordinary people who experience extraterrestrial contact and explore the mysteries of the universe."
/m/012mzw,University of Notre Dame,"The University of Notre Dame, founded in 1842, is a renowned Catholic research university located in South Bend, Indiana. It is known for its strong academic programs and rich sports tradition."
/m/012pd4,Scott Bradley,Scott Bradley was an American composer best known for his work in creating music for numerous animated theatrical shorts and full-length films produced by Metro-Goldwyn-Mayer (MGM) in the mid-20th century.
/m/012q4n,Peter Stormare,"Peter Stormare is a versatile Swedish actor known for his roles in movies like Fargo and The Big Lebowski. He has also appeared in TV shows, music videos, and has done voice-over work."
/m/012q8y,Fremantle,"Fremantle is a vibrant port city located in Western Australia. It is known for its rich maritime history, bustling markets, charming architecture, and lively arts scene."
/m/012qdp,military officer,"A military officer is a professional member of an armed force or uniformed service who holds a position of authority, responsible for leading and managing personnel, executing missions, and upholding military discipline."
/m/012qjw,vomiting,"Bob Newhart is an American stand-up comedian and actor known for his dry, deadpan humor. He gained fame through his comedy albums and TV shows, including ""The Bob Newhart Show"" and ""Newhart."""
/m/012qxv,County Sligo,"County Sligo is located in the province of Connacht in Ireland. It is known for its stunning landscapes, including the rugged mountains of Benbulben and Knocknarea, and its association with renowned poet W.B. Yeats."
/m/012rng,Norman Jewison,"Norman Jewison is a Canadian film director, producer, and actor. He is known for his work on films like ""In the Heat of the Night"" and ""Moonstruck,"" earning multiple awards and nominations throughout his career."
/m/012rrr,Upper Austria,"Upper Austria is a state in Austria known for its beautiful landscapes, historic towns, and vibrant cultural scene. It is located in the northern part of the country and has a rich history dating back centuries."
/m/012s1d,Spider-Man,"""Spider-Man"" is a 2002 superhero film directed by Sam Raimi. It stars Tobey Maguire as Peter Parker/Spider-Man, navigating his dual life as a high school student and crime-fighting superhero."
/m/012s5j,Raquel Welch,Raquel Welch is an American actress known for her roles in films like One Million Years B.C. and The Three Musketeers. She is also a sex symbol of the 1960s and 1970s.
/m/012t1,Arthur Laurents,"Arthur Laurents was an influential American playwright, theatre director, and screenwriter. He is best known for his work on musicals such as West Side Story and Gypsy, and for his contributions to American theater."
/m/012t_z,businessperson,"A businessperson is an individual who engages in various activities, such as planning, organizing, and directing resources, with the primary objective of generating revenue and achieving success in the marketplace."
/m/012ts,Auckland,"Auckland, located on New Zealand's North Island, is known for its stunning natural beauty, diverse cultural scene, and vibrant cosmopolitan atmosphere. It boasts iconic landmarks, a bustling waterfront, and a thriving culinary and entertainment scene."
/m/012v1t,Nancy Pelosi,Nancy Pelosi is an American politician born in 1940. She served as the first female Speaker of the House of Representatives and has been a prominent figure in American politics.
/m/012v8,Albanian,Albanian is an Indo-European language spoken mainly in Albania and Kosovo. It has its own unique branch within the Indo-European language family and is known for its grammatical features and distinct vocabulary.
